City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,baglung,28.2719,83.5898,14.36,68,8,2.14,NP,1711328808
304,labytnangi,66.6572,66.4183,-31.87,91,14,1.95,RU,1711328809
305,rosarito,32.3333,-117.0333,14.77,77,45,10.79,MX,1711328370
306,holualoa,19.6228,-155.9522,24.88,70,21,1.34,US,1711328607
307,bandar-e lengeh,26.5579,54.8807,26.77,56,100,4.76,IR,1711328811
308,nanao,37.05,136.9667,11.26,76,100,5.09,JP,1711328729
309,broken hill,-31.95,141.4333,20.78,25,0,4.04,AU,1711328518
310,parkville,39.3773,-76.5397,6.97,57,0,0.89,US,1711328582
311,tanjungtiram,4.0613,98.3699,26.58,84,98,0.99,ID,1711328814
312,franceville,-1.6333,13.5836,22.22,97,67,0.83,GA,1711328815
313,kargil,34.5667,76.1,-15.47,95,98,0.9,IN,1711328815
314,qarqaraly,49.4058,75.4742,-2.16,93,100,4.61,KZ,1711328816
315,bonthe,7.5264,-12.505,25.53,76,100,2.57,SL,1711328817
316,bamboo flat,11.7,92.7167,25.05,88,100,0.51,IN,1711328817
317,north bay,46.3168,-79.4663,-2.99,39,75,2.06,CA,1711328772
318,korla,41.7597,86.1469,11.08,46,100,2.1,CN,1711328819
319,mokhsogollokh,61.4681,128.9203,-14.32,80,100,4.23,RU,1711328819
320,mutuali,-14.8706,37.0044,19.68,97,98,1.22,MZ,1711328820
321,berdigestyakh,62.0989,126.6992,-11.49,92,100,4.57,RU,1711328821
322,uturoa,-16.7333,-151.4333,28.71,72,13,3.35,PF,1711328822
323,mejit,10.2753,170.8646,27.15,74,0,9.0,MH,1711328822
324,mongo,12.1844,18.693,25.59,12,94,3.54,TD,1711328823
325,brookings,44.3114,-96.7984,-0.46,93,100,7.2,US,1711328779
326,pindushi,62.9152,34.58,-4.87,97,100,2.35,RU,1711328824
327,kununurra,-15.7667,128.7333,29.99,74,40,3.09,AU,1711328825
328,gadzhiyevo,69.2551,33.3362,-17.05,92,100,3.0,RU,1711328826
329,illizi,26.4833,8.4667,21.06,15,68,4.86,DZ,1711328826
330,diamantino,-14.4086,-56.4461,24.11,87,77,1.25,BR,1711328598
331,novyy urgal,51.0736,132.5642,-12.04,75,63,0.27,RU,1711328828
332,nar'yan-mar,67.6713,53.087,-29.94,100,45,1.34,RU,1711328829
333,goure,13.9835,10.2704,23.85,11,99,4.15,NE,1711328829
334,kulhudhuffushi,6.6221,73.07,28.5,75,71,4.6,MV,1711328830
335,severo-yeniseyskiy,60.3725,93.0408,-2.46,93,100,6.26,RU,1711328831
336,smithers,54.7804,-127.1743,15.18,18,0,1.03,CA,1711328711
337,stanthorpe,-28.6667,151.95,17.46,94,100,2.23,AU,1711328833
338,kattivakkam,13.2167,80.3167,25.05,78,0,2.21,IN,1711328834
339,nuuk,64.1835,-51.7216,0.34,86,100,10.29,GL,1711328816
340,broome,42.2506,-75.833,-1.79,68,0,2.06,US,1711328835
341,grants pass,42.439,-123.3284,13.81,73,100,2.57,US,1711328644
342,quimili,-27.6333,-62.4167,26.3,53,0,4.35,AR,1711328823
343,dawson creek,55.7666,-120.2362,1.8,58,96,1.76,CA,1711328839
344,palikir - national government center,6.9248,158.1611,30.47,70,100,6.69,FM,1711328839
345,bel ombre,-4.6167,55.4167,28.36,77,100,2.37,SC,1711328841
346,hami,42.8,93.45,10.13,49,9,2.71,CN,1711328841
347,takoradi,4.8845,-1.7554,27.14,86,13,3.3,GH,1711328842
348,la passe,45.5549,-0.8967,5.55,89,34,2.86,FR,1711328844
349,siwa oasis,29.2041,25.5195,14.45,50,0,3.07,EG,1711328844
350,east london,-33.0153,27.9116,23.35,80,100,9.47,ZA,1711328750
351,warren,39.4334,-84.1666,8.96,50,0,3.6,US,1711328606
352,wad az zaki,14.4619,32.2065,25.16,13,100,5.63,SD,1711328846
353,khairpur mir's,27.5295,68.7617,27.28,27,77,3.81,PK,1711328847
354,cill airne,52.05,-9.5167,9.03,99,100,0.94,IE,1711328848
355,happy valley-goose bay,53.3168,-60.3315,-10.83,73,75,5.66,CA,1711328848
356,ballina,-28.8667,153.5667,21.14,81,100,2.32,AU,1711328849
357,makhambet,47.6667,51.5833,7.92,76,100,1.59,KZ,1711328850
358,ulladulla,-35.35,150.4667,22.68,43,0,2.13,AU,1711328850
359,aioun,16.6614,-9.6149,25.87,18,81,3.58,MR,1711328851
360,suva,-18.1416,178.4415,28.71,79,75,2.06,FJ,1711328852
361,nouadhibou,20.931,-17.0347,18.99,88,0,1.03,MR,1711328853
362,hasaki,35.7333,140.8333,13.22,83,100,6.33,JP,1711328707
363,krasnotur'insk,59.7666,60.2086,-10.81,95,87,2.32,RU,1711328854
364,petrolina,-9.3986,-40.5008,26.03,73,20,1.54,BR,1711328739
365,mandan,46.8267,-100.8896,-5.01,90,40,8.23,US,1711328855
366,ust'-kut,56.7938,105.7672,-0.78,90,100,4.99,RU,1711328792
367,vilyuchinsk,52.9306,158.4028,-1.71,91,100,1.48,RU,1711328857
368,weyburn,49.6668,-103.8511,-5.58,59,100,4.6,CA,1711328857
369,peterhead,57.5058,-1.7981,1.36,78,100,1.51,GB,1711328859
370,titlagarh,20.3,83.15,25.39,53,0,1.52,IN,1711328859
371,turtas,58.9417,69.1325,-2.94,92,100,4.16,RU,1711328860
372,bac kan,22.1333,105.8333,22.77,95,100,0.59,VN,1711328861
373,horta,38.5333,-28.6333,13.9,75,100,6.71,PT,1711328862
374,arteche,12.2645,125.4048,26.68,80,100,3.71,PH,1711328863
375,bodaybo,57.8506,114.1933,-1.64,90,100,3.27,RU,1711328788
376,colonia,50.9333,6.95,6.08,84,40,4.63,DE,1711328859
377,kamloops,50.6665,-120.3192,14.55,10,20,3.6,CA,1711328149
378,tvoroyri,61.5556,-6.8111,3.1,66,100,6.76,FO,1711328865
379,cidreira,-30.1811,-50.2056,22.13,89,6,4.94,BR,1711328866
380,ust'-barguzin,53.45,108.9833,-2.85,76,40,0.27,RU,1711328867
381,le port,-20.9373,55.2919,26.39,82,95,2.96,RE,1711328867
382,ormara,25.2088,64.6357,24.9,79,0,4.6,PK,1711328868
383,newman,37.3138,-121.0208,17.13,56,30,6.26,US,1711328869
384,sona,45.4388,10.8255,6.75,75,0,3.6,IT,1711328869
385,cooper's town,26.8667,-77.5167,22.63,73,0,10.09,BS,1711328870
386,puerto baquerizo moreno,-0.9,-89.6,26.72,80,34,0.73,EC,1711328871
387,ancud,-41.8697,-73.8203,12.54,87,100,1.79,CL,1711328871
388,diego de almagro,-26.3667,-70.05,18.07,66,0,1.22,CL,1711328872
389,ambodifotatra,-16.9833,49.85,27.21,80,100,9.07,MG,1711328840
390,lincoln,40.8,-96.667,10.95,85,100,11.32,US,1711328873
391,luwingu,-10.2621,29.9271,15.94,97,100,1.56,ZM,1711328874
392,carutapera,-1.195,-46.02,24.84,94,100,1.82,BR,1711328587
393,sol'-iletsk,51.1631,54.9918,0.21,92,100,2.16,RU,1711328875
394,haiku-pauwela,20.9219,-156.3051,26.81,63,20,10.8,US,1711328876
395,mount isa,-20.7333,139.5,26.87,83,100,3.09,AU,1711328877
396,lorengau,-2.0226,147.2712,30.09,69,45,2.87,PG,1711328877
397,mata-utu,-13.2816,-176.1745,29.75,73,96,4.73,WF,1711328878
398,puerto armuelles,8.2833,-82.8667,28.99,65,75,0.45,PA,1711328879
399,opuwo,-18.0607,13.84,20.35,62,19,1.38,NA,1711328879
400,tommot,58.9564,126.2925,-6.2,81,100,1.95,RU,1711328880
401,arroyo,41.6096,-4.7969,10.62,75,0,2.57,ES,1711328881
402,lewiston orchards,46.3804,-116.9754,8.26,82,100,1.17,US,1711328882
403,ubari,26.5921,12.7805,16.01,28,0,3.96,LY,1711328882
404,hangu,39.2489,117.7892,7.02,70,100,1.49,CN,1711328883
405,kourou,5.1552,-52.6478,24.03,78,47,3.34,GF,1711328640
406,limon,10.0,-83.0333,26.14,75,99,1.41,CR,1711328884
407,la rinconada,37.4873,-5.9826,16.14,93,100,2.57,ES,1711328885
408,polyarnyy,69.1989,33.4478,-16.25,89,100,2.89,RU,1711328886
409,nadym,65.5333,72.5167,-28.83,90,17,4.13,RU,1711328886
410,bogorodskoye,56.55,37.8833,4.03,95,100,6.48,RU,1711328887
411,pervomayskiy,53.2485,40.2871,2.42,86,100,5.06,RU,1711328888
412,taoudenni,22.6783,-3.9836,28.88,32,100,6.39,ML,1711328888
413,port moresby,-9.4431,147.1797,30.32,68,15,2.48,PG,1711328889
414,malango,-2.9627,119.9001,24.87,86,100,0.49,ID,1711328890
415,marsala,37.7966,12.4352,14.44,87,65,1.63,IT,1711328890
416,mujiayingzi,42.1167,118.7833,2.54,24,100,1.67,CN,1711328689
417,cascais,38.6979,-9.4215,16.08,81,100,6.71,PT,1711328892
418,ciudad constitucion,25.0369,-111.6644,17.18,50,88,10.21,MX,1711328893
419,nadi,-17.8,177.4167,30.0,79,40,4.12,FJ,1711328893
420,glace bay,46.1969,-59.957,-0.68,78,100,4.47,CA,1711328894
421,tindouf,27.6711,-8.1474,15.85,48,1,4.13,DZ,1711328895
422,jumla,29.2747,82.1838,7.02,74,94,1.2,NP,1711328895
423,paarl,-33.7338,18.9752,16.62,73,8,2.18,ZA,1711328760
424,mo i rana,66.3128,14.1428,-7.74,79,70,2.24,NO,1711328897
425,ilhabela,-23.7781,-45.3581,22.82,88,100,0.77,BR,1711328781
426,road town,18.4167,-64.6167,27.02,78,40,3.6,VG,1711328746
427,piacabucu,-10.4056,-36.4344,25.85,84,12,2.74,BR,1711328899
428,boende,-0.2167,20.8667,22.81,96,100,1.38,CD,1711328899
429,ulanhot,46.0833,122.0833,2.66,30,0,1.96,CN,1711328698
430,el hadjira,32.6134,5.5126,20.99,21,92,4.97,DZ,1711328901
431,west bay,19.3667,-81.4167,26.15,73,20,3.09,KY,1711328901
432,pisco,-13.7,-76.2167,23.03,78,0,5.66,PE,1711328902
433,sorong,-0.8833,131.25,28.06,82,98,1.48,ID,1711328729
434,sisimiut,66.9395,-53.6735,-2.09,73,100,2.72,GL,1711328903
435,wau,7.7029,27.9953,27.9,23,85,2.07,SS,1711328904
436,fisterra,42.9049,-9.2629,10.97,78,100,9.31,ES,1711328905
437,east independence,39.0956,-94.3552,12.88,64,100,1.79,US,1711328906
438,dhing,26.4667,92.4667,21.22,72,99,2.78,IN,1711328906
439,pandan,14.0453,124.1694,27.71,72,38,4.87,PH,1711328907
440,smara,26.7384,-11.6719,16.05,65,2,2.29,EH,1711328908
441,selkirk,50.1436,-96.8845,-6.02,65,100,5.09,CA,1711328908
442,uttarkashi,30.7333,78.45,11.92,36,0,3.63,IN,1711328909
443,youkounkoun,12.5333,-13.1333,26.71,22,85,1.5,GN,1711328910
444,chichimila,20.6167,-88.2167,24.87,53,49,2.92,MX,1711328910
445,devarkonda,16.7,78.9333,23.77,62,0,1.78,IN,1711328836
446,slavutych,51.5196,30.7343,-0.45,84,43,1.61,UA,1711328912
447,bishkul,54.7803,69.1033,-1.75,94,100,5.66,KZ,1711328912
448,nazareno,25.3833,-103.4167,29.17,8,100,10.48,MX,1711328913
449,arkhangel'sk,64.5401,40.5433,-8.82,67,75,6.0,RU,1711328914
450,watford city,47.8022,-103.2832,-6.03,100,100,6.17,US,1711328642
451,pavlohrad,48.5167,35.8667,3.98,92,16,3.42,UA,1711328915
452,argo,37.6333,22.7333,12.66,76,100,2.33,GR,1711328916
453,el calafate,-50.3408,-72.2768,11.54,87,100,1.41,AR,1711328916
454,taltal,-25.4,-70.4833,18.83,84,9,0.52,CL,1711328917
455,bikenibeu village,1.3673,173.1241,26.98,94,75,1.54,KI,1711328918
456,greenville,35.6127,-77.3663,7.29,63,0,3.09,US,1711328919
457,remire-montjoly,4.9167,-52.2667,24.02,88,0,0.0,GF,1711328920
458,freetown,8.484,-13.2299,25.8,71,100,2.93,SL,1711328921
459,dunedin,-45.8742,170.5036,16.0,76,100,5.36,NZ,1711328921
460,beloyarskiy,63.7119,66.6722,-24.5,99,96,2.17,RU,1711328922
461,kayenta,36.7278,-110.2546,4.51,54,34,6.65,US,1711328923
462,camanducaia,-22.7553,-46.1447,17.0,98,100,1.11,BR,1711328645
463,essaouira,31.5125,-9.77,15.46,83,7,6.72,MA,1711328924
464,busayra,30.7376,35.6078,5.94,75,95,4.24,JO,1711328925
465,kipushi,-11.7667,27.2333,15.8,98,98,1.74,CD,1711328925
466,ciudad lazaro cardenas,17.9583,-102.2,23.67,63,15,4.32,MX,1711328839
467,qina,26.1642,32.7267,14.96,46,0,2.28,EG,1711328927
468,reggane,26.7158,0.1714,29.69,23,94,9.58,DZ,1711328927
469,sur,22.5667,59.5289,26.73,49,44,4.82,OM,1711328928
470,nishinoomote,30.7333,131.0,21.28,90,100,7.9,JP,1711328928
471,salinopolis,-0.6136,-47.3561,25.66,89,100,3.0,BR,1711328780
472,flin flon,54.7682,-101.865,-12.83,85,72,3.14,CA,1711328930
473,tomatlan,19.9333,-105.25,23.13,50,6,2.92,MX,1711328931
474,satipo,-11.2522,-74.6386,23.29,96,94,0.78,PE,1711328931
475,lake havasu city,34.4839,-114.3224,18.59,29,78,5.14,US,1711328844
476,praia da vitoria,38.7333,-27.0667,13.75,80,100,7.97,PT,1711328933
477,kotlas,61.2611,46.6556,-2.19,95,100,2.68,RU,1711328934
478,warrnambool,-38.3833,142.4833,17.15,68,97,7.48,AU,1711328934
479,hell-ville,-13.4,48.2667,27.82,80,97,4.47,MG,1711328935
480,mitrofanovka,49.9708,39.6939,5.85,84,13,4.01,RU,1711328936
481,ta`u,-14.2336,-169.5144,29.46,70,27,3.65,AS,1711328936
482,tangalle,6.024,80.7911,25.09,90,73,4.21,LK,1711328937
483,cavelossim,15.1726,73.9419,25.99,65,42,0.98,IN,1711328938
484,tidjikja,18.5564,-11.4271,23.15,25,25,4.11,MR,1711328938
485,miyako,39.6367,141.9525,9.9,67,100,1.9,JP,1711328939
486,port-vila,-17.7338,168.3219,26.78,94,100,5.14,VU,1711328940
487,pingliang,35.5392,106.6861,7.87,53,0,0.99,CN,1711328690
488,isangel,-19.55,169.2667,28.06,83,100,3.6,VU,1711328868
489,maholi,27.6667,80.4667,20.89,23,62,2.36,IN,1711328943
490,alta,69.9689,23.2717,-10.41,71,31,6.26,NO,1711328944
491,kavieng,-2.5744,150.7967,29.99,68,48,3.48,PG,1711328945
492,tyre,33.2733,35.1939,14.56,66,46,4.42,LB,1711328945
493,gogrial,8.5332,28.1004,30.57,21,100,1.1,SS,1711328946
494,acapulco de juarez,16.8634,-99.8901,24.9,83,75,5.66,MX,1711328735
495,mariehamn,60.0973,19.9348,-1.21,80,100,3.6,AX,1711328947
496,balikpapan,-1.2675,116.8289,28.55,84,20,4.12,ID,1711328948
497,leiyang,26.4024,112.8591,20.86,87,45,3.21,CN,1711328949
498,ambovombe,-25.1667,46.0833,22.2,75,18,9.52,MG,1711328840
499,qaisumah,28.3112,46.1273,18.98,88,40,2.06,SA,1711328950
500,walvis bay,-22.9575,14.5053,16.16,73,100,4.49,NA,1711328951
501,misratah,32.3754,15.0925,17.52,47,53,6.15,LY,1711328840
502,kapa'a,22.0752,-159.319,26.99,66,0,6.69,US,1711328952
503,singtam,27.2333,88.5,19.23,84,100,0.38,IN,1711328953
504,luderitz,-26.6481,15.1594,15.39,76,100,3.64,NA,1711328953
505,hammerfest,70.6634,23.6821,-6.75,63,17,2.06,NO,1711328954
506,hoi an,15.8794,108.335,26.98,84,0,2.21,VN,1711328905
507,lindsay,36.203,-119.0882,15.11,70,0,3.09,US,1711328867
508,kaa-khem,51.6833,94.7333,-15.33,92,79,1.0,RU,1711328956
509,zamora,-4.0692,-78.9567,21.8,98,95,1.34,EC,1711328957
510,barsana,27.65,77.3833,21.36,38,6,2.08,IN,1711328958
511,kapoeta,4.7717,33.5903,27.62,52,23,2.8,SS,1711328960
512,santa ana de yacuma,-13.75,-65.4333,24.95,87,56,1.37,BO,1711328960
513,saint-joseph,-21.3667,55.6167,25.61,84,96,8.78,RE,1711328961
514,bushehr,28.9684,50.8385,22.16,71,100,11.97,IR,1711328962
515,rudsar,37.1376,50.288,10.84,92,99,1.58,IR,1711328839
516,vyerkhnyadzvinsk,55.7815,27.9443,0.0,93,17,2.92,BY,1711328963
517,lincoln city,44.9582,-124.0179,12.05,87,79,4.92,US,1711328766
518,pemba,-12.974,40.5178,24.39,94,40,3.6,MZ,1711328964
519,al jawf,29.5,38.75,10.62,66,9,3.74,SA,1711328965
520,bafia,4.75,11.2333,23.2,92,100,1.35,CM,1711328966
521,hilo,19.7297,-155.09,25.85,73,75,6.17,US,1711328683
522,xique xique,-10.8217,-42.7311,27.51,48,13,6.0,BR,1711328826
523,pemangkat,1.1667,108.9667,26.34,87,100,3.7,ID,1711328968
524,geraldton,-28.7667,114.6,24.23,31,0,8.75,AU,1711328968
525,wynyard,-41.0,145.7167,17.5,60,33,6.79,AU,1711328969
526,nagrota,32.05,76.0833,18.51,46,0,2.69,IN,1711328970
527,zheleznogorsk-ilimskiy,56.5768,104.1217,-4.8,93,100,4.02,RU,1711328971
528,anaconda,46.1285,-112.9423,-2.45,93,98,1.95,US,1711328971
529,klaksvik,62.2266,-6.589,0.51,65,100,5.05,FO,1711328972
530,liaozhong,41.5061,122.7242,5.15,30,100,5.15,CN,1711328973
531,magadan,59.5667,150.8,-5.13,77,100,3.41,RU,1711328713
532,ciutadella,40.0011,3.8414,13.45,73,100,5.11,ES,1711328974
533,kadipur,26.1667,82.3833,21.51,33,22,2.05,IN,1711328974
534,coquimbo,-29.9533,-71.3436,17.56,89,50,2.53,CL,1711328975
535,lang son,21.8333,106.7333,22.82,87,100,1.34,VN,1711328976
536,raduzhny,62.0961,77.475,-11.98,95,100,4.23,RU,1711328977
537,mahenge,-8.6833,36.7167,17.3,99,100,1.18,TZ,1711328977
538,progreso,21.2833,-89.6667,28.06,78,57,7.79,MX,1711328978
539,piton saint-leu,-21.2196,55.3151,24.45,73,100,11.83,RE,1711328979
540,ayancik,41.9447,34.5861,8.95,61,100,2.38,TR,1711328979
541,galle,6.0367,80.217,25.34,87,71,2.01,LK,1711328980
542,bandar abbas,27.1865,56.2808,24.99,69,100,3.09,IR,1711328981
543,antalaha,-14.9003,50.2788,24.54,93,100,3.83,MG,1711328982
544,augusta,48.3667,10.8833,3.89,75,100,6.69,DE,1711328921
545,christchurch,-43.5333,172.6333,23.56,43,100,5.14,NZ,1711328684
546,veraval,20.9,70.3667,23.94,79,0,4.64,IN,1711328984
547,jinka,5.65,36.65,19.82,64,92,0.74,ET,1711328985
548,kristiansund,63.1115,7.732,0.36,93,100,4.12,NO,1711328985
549,okha,53.5739,142.9478,-1.65,95,100,7.09,RU,1711328737
550,cuito,-12.3833,16.9333,14.83,88,1,0.29,AO,1711328987
551,toliara,-23.35,43.6667,26.17,60,6,8.3,MG,1711328988
552,acarau,-2.8856,-40.12,26.01,85,100,4.34,BR,1711328926
553,la mure,44.9026,5.7866,0.52,90,26,1.19,FR,1711328989
554,new norfolk,-42.7826,147.0587,19.72,77,100,4.29,AU,1711328990
555,hotan,37.0997,79.9269,10.78,38,81,2.23,CN,1711328990
556,bekondo,4.6819,9.3214,23.33,97,98,0.42,CM,1711328991
557,tarinkot,32.6268,65.8733,15.42,39,5,2.47,AF,1711328992
558,komatipoort,-25.4332,31.9548,23.36,97,100,2.32,ZA,1711328992
559,qingyuan,23.7,113.0333,24.99,81,93,2.58,CN,1711328993
560,arauquita,7.0292,-71.4281,29.31,46,41,1.51,CO,1711328994
561,ulsan,35.5372,129.3167,11.1,82,100,4.84,KR,1711328994
562,hovd,48.0056,91.6419,-0.18,46,15,1.91,MN,1711328995
563,garoowe,8.4054,48.4845,21.33,93,100,3.8,SO,1711328996
564,beau vallon,-20.4189,57.6953,23.45,81,100,10.13,MU,1711328996
565,tokar,18.4254,37.729,23.65,59,6,3.36,SD,1711328997
566,dapa,9.7594,126.0531,26.75,87,100,4.16,PH,1711328998
567,kirensk,57.7853,108.1119,-1.13,90,100,5.81,RU,1711328998
568,waingapu,-9.6567,120.2641,28.5,76,50,3.06,ID,1711328733
569,sechura,-5.5569,-80.8222,25.59,68,70,6.87,PE,1711329000
570,champerico,14.3,-91.9167,28.58,78,7,3.05,GT,1711329000
571,sosnovo-ozerskoye,52.5249,111.5418,-5.18,73,89,2.79,RU,1711329001
572,souillac,-20.5167,57.5167,22.97,83,100,9.72,MU,1711329002
573,madang,-5.2246,145.7966,30.32,67,52,1.77,PG,1711329002
574,blackwater,-23.5833,148.8833,22.48,83,100,4.36,AU,1711329003
575,sierra grande,-41.606,-65.3557,18.11,45,100,2.67,AR,1711329004
576,north bend,43.4065,-124.2243,11.26,76,100,3.6,US,1711328711
577,bereznik,62.8551,42.7072,-6.84,94,100,3.46,RU,1711329005
578,hwange,-18.3693,26.5019,21.6,63,2,3.18,ZW,1711329006
579,apatity,67.5641,33.4031,-16.86,91,100,2.68,RU,1711329006
580,kermit,31.8576,-103.0927,18.91,18,100,13.38,US,1711329007
581,santa elena de uairen,4.6167,-61.1333,21.25,84,100,0.58,VE,1711329008
582,bubaque,11.2833,-15.8333,25.27,66,100,7.83,GW,1711329009
583,segezha,63.7415,34.3222,-7.28,95,100,3.02,RU,1711329009
584,harper,4.375,-7.7169,26.62,89,97,2.31,LR,1711329010
585,ijevan,40.8783,45.1492,6.09,99,100,1.7,AM,1711328857
586,pyay,18.8167,95.2167,26.31,42,57,1.67,MM,1711328842
587,whangarei,-35.7317,174.3239,24.02,40,1,2.91,NZ,1711329012
588,santa eularia des riu,38.9846,1.5341,14.95,83,0,9.77,ES,1711329013
589,santiago de cao,-7.9589,-79.2392,22.07,88,20,3.6,PE,1711329013
590,danielskuil,-28.1887,23.5395,18.24,52,76,6.04,ZA,1711329014
591,olyokminsk,60.3736,120.4264,-4.08,84,95,4.8,RU,1711329015
592,mogocha,53.7333,119.7667,-3.89,66,22,1.27,RU,1711329016
593,naze,28.3667,129.4833,21.51,81,98,7.03,JP,1711328729
594,ocampo,21.65,-101.5,18.89,6,35,9.22,MX,1711329017
595,villa gesell,-37.2639,-56.973,20.03,85,0,5.35,AR,1711329018
596,puerto lempira,15.2667,-83.7667,26.21,73,5,4.63,HN,1711329019
597,yerofey pavlovich,53.9667,121.9667,-6.32,72,53,1.5,RU,1711329019
598,dickinson,29.4608,-95.0513,21.76,82,75,5.14,US,1711329020
599,mirnyy,62.5353,113.9611,-18.12,93,84,4.46,RU,1711329021
600,mahdia,35.5047,11.0622,17.97,69,100,3.59,TN,1711329023
601,charters towers,-20.1,146.2667,23.93,91,100,2.69,AU,1711329024
602,kenai,60.5544,-151.2583,8.05,70,100,6.69,US,1711329024
603,cidade velha,14.9167,-23.6167,21.26,73,40,7.2,CV,1711329025
604,sanming,26.2486,117.6186,25.12,76,100,1.48,CN,1711329026
605,jasdan,22.0333,71.2,23.54,64,2,4.45,IN,1711328781
